int map_position_data[36][27] = {
{10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,15 ,15 ,15 ,15 ,15 , 5 , 5 , 5 , 5 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45}
,{10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,15 , 1 ,15 ,15 ,15 , 5 , 5 , 5 , 5 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45}
,{10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,15 ,15 ,15 ,15 ,15 , 5 , 5 , 5 , 5 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45}
,{10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,15 ,15 ,15 ,15 ,15 , 5 , 5 , 5 , 5 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45}
,{10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,15 ,15 ,15 ,15 ,-3 , 5 , 5 , 5 , 5 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45}
,{10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,15 ,15 ,15 ,-3 ,-3 ,-3 ,-3 , 5 , 5 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45}
,{10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,15 ,15 ,15 ,-3 ,-2 ,-2 ,-3 , 5 , 5 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45}
,{10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,15 ,15 ,15 ,-3 ,-3 ,-3 ,-3 , 5 , 5 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45}
,{10 ,10 ,10 ,10 ,10 ,10 ,-2 ,-2 ,-2 ,15 ,15 ,15 ,15 ,15 , 5 , 5 , 5 , 5 , 5 ,-2 ,-2 ,45 ,45 ,45 ,45 ,45 ,45}
,{10 ,10 ,10 ,10 ,10 ,10 , 0 , 0 , 0 ,15 ,15 ,15 ,15 ,15 , 5 , 5 , 5 , 5 , 0 , 0 , 0 ,45 ,45 ,45 ,45 ,45 ,45}
,{10 ,10 ,10 ,10 ,10 ,10 , 0 , 0 , 0 ,15 ,15 ,15 ,15 ,15 , 5 , 5 , 5 , 5 , 0 , 0 , 0 ,45 ,45 ,45 ,45 ,45 ,45}
,{10 ,10 ,10 ,10 ,10 ,10 , 0 , 0 , 0 ,15 ,15 ,15 ,15 ,15 , 5 , 5 , 5 , 5 , 0 , 0 , 0 ,45 ,45 ,45 ,45 ,45 ,45}
,{45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,15 ,15 ,15 ,15 ,15 ,15 ,15 ,15 ,15 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45}
,{45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,15 ,15 ,15 ,15 ,15 ,15 ,15 ,15 , 1 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45}
,{45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,15 ,15 ,15 ,15 ,15 ,15 ,15 ,15 ,15 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45}
,{45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,15 ,15 ,15 ,15 ,15 ,15 ,15 ,15 ,15 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45}
,{45 ,45 , 1 ,45 ,45 ,45 ,45 ,45 ,45 ,15 ,15 ,15 ,-2 ,-2 ,-2 ,-2 ,15 ,15 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45}
,{45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,15 ,15 ,-2 ,-2 ,-2 ,-2 ,-2 ,15 ,15 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45}
,{45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,15 ,15 ,-2 ,-2 ,-2 ,-2 ,-2 ,15 ,15 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45}
,{45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,15 ,15 ,15 ,-2 ,-2 ,-2 ,-2 ,15 ,15 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45}
,{45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,15 ,15 ,15 ,-2 ,-2 ,-2 ,15 ,15 ,15 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45}
,{45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,15 ,15 ,15 ,15 ,15 ,15 ,15 ,15 ,15 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45}
,{45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,15 ,15 ,15 ,15 ,15 ,15 ,15 ,15 ,15 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45}
,{45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,15 ,15 ,15 ,15 ,15 ,15 ,15 ,15 ,15 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45}
,{45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,15 ,15 ,15 ,15 ,15 ,15 ,15 ,15 ,15 ,45 ,45 ,45 ,45 ,10 ,10 ,10 ,10 ,10}
,{45 ,45 ,45 ,45 ,45 ,45 ,-2 , 0 , 0 , 5 , 5 , 5 , 5 , 5 ,15 ,15 ,15 ,15 ,-2 , 0 , 0 , 0 ,10 ,10 ,10 ,10 ,10}
,{45 ,45 ,45 ,45 ,45 ,45 , 0 , 0 ,-2 , 5 , 5 , 5 , 5 , 5 ,15 ,15 ,15 ,15 ,15 , 0 ,-2 , 0 ,10 ,10 ,10 ,10 ,10}
,{45 ,45 ,45 ,45 ,45 ,45 ,-2 , 0 , 0 , 5 , 5 , 5 , 5 , 5 ,15 ,15 ,15 ,15 ,15 , 0 , 0 , 0 ,10 ,10 ,10 ,10 ,10}
,{45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 , 5 , 5 , 5 , 5 , 5 ,15 ,15 ,15 ,15 ,15 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10}
,{45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 , 5 , 5 , 5 , 5 ,-3 ,-3 ,15 ,15 ,15 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10}
,{45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 , 5 , 5 , 5 ,-3 ,-3 ,-3 ,-3 ,15 ,15 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10}
,{45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 , 5 , 1 , 5 ,-3 ,-2 ,-3 ,-3 ,15 ,15 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10}
,{45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 , 5 , 5 , 5 , 5 ,-3 ,-3 ,15 ,15 ,15 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10}
,{45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 , 5 , 5 , 5 , 5 , 5 ,15 ,15 ,15 ,15 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10}
,{45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 , 5 , 5 , 5 , 5 , 5 ,15 ,15 ,15 ,15 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10}
,{45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 ,45 , 5 , 5 , 5 , 5 , 5 ,15 ,15 ,15 ,15 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10}
};
